Capacity,Course Level,Course No,Course Title,Credits,Days Time,Days,Description,Division,End Date,Enroll/Cap,Enrolled,Instructor(s),Location,Program,Section,Semister,Session,Start Date,Year,Times,Term,Title
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,MW     4:45PM- 6:20PM,MW,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",19 of 20,19,"Ballou, Abigail",Luksic 17,Undergraduate,12, Fall 2018,Full Session,"Aug 30, 2018",2018, 4:45PM- 6:20PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     8:00AM- 9:35AM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Argyros, Ellen",Tomasso 108,Undergraduate,13, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:35AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     8:00AM- 9:35AM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",19 of 20,19,"Leonard, Melissa",Tomasso 104,Undergraduate,14, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:35AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Argyros, Ellen",Tomasso 108,Undergraduate,15, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:20AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Getchell, Kristen",Luksic 17,Undergraduate,16, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:20AM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Leonard, Melissa",Tomasso 104,Undergraduate,17, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM- 1:05PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Martin, Michael",Hollister 206,Undergraduate,18, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM- 1:05PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Donovan, Kellie",Reynolds 241,Undergraduate,19, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:15PM- 2:50PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Martin, Michael",Hollister 206,Undergraduate,20, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:15PM- 2:50PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",20 of 20,20,"Martin, Michael",Hollister 206,Undergraduate,21, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1000,+/-Foundation Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"RHT1300 Rhetoric I 4 credit foundation courseDevelops students' abilities in reading, writing, speaking, and critical thinking, and promotes understanding of the dynamic relations among these processes. Students will learn approaches to understanding, analyzing, and responding to texts, both in writing and speech, and will learn to assess the nature and conventions of academic discourse.Prerequisite: NONEThis course is typically offered in the Fall with some additional sections in the Spring.",Arts & Humanities,"Dec 15, 2018",14 of 20,14,"Donovan, Kellie",Reynolds 241,Undergraduate,22, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:35PM,Fall,RHETORIC I
20,Foundation Liberal Arts,RHT1001,+/-Foundation Liberal Arts ,4.00,MW     8:00AM- 9:35AM,MW,"RHT1001Rhetoric II(Foundation Liberal Arts) Rhetoric II will continue to develop the same rhetorical abilities as Rhetoric I, but assignments will require more complex and sophisticated analysis, research, and argument. Prerequisite: RHT1000 This course is typically offered in the Spring with some additional sections in the Fall.",Arts & Humanities,"Dec 15, 2018",17 of 20,17,"Graham, Michelle",Tomasso 107,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018, 8:00AM- 9:35AM,Fall,RHETORIC II
